DATA INICIAL,DATA FINAL,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
1/11/15,1/17/15,ETANOL HIDRATADO,7731,R$/l,"2,052","0,289","1,599","3,320","0,294","0,141","1,758","0,242","1,440","2,604","0,138"
1/11/15,1/17/15,ÓLEO DIESEL,5754,R$/l,"2,609","0,137","2,130","3,450","0,291","0,053","2,318","0,104","2,033","3,034","0,045"
1/11/15,1/17/15,ÓLEO DIESEL S10,4548,R$/l,"2,763","0,135","2,279","3,590","0,308","0,049","2,455","0,102","2,125","3,118","0,042"
1/11/15,1/17/15,GASOLINA COMUM,8572,R$/l,"3,029","0,172","2,499","4,299","0,407","0,057","2,622","0,120","2,240","3,189","0,046"
1/11/15,1/17/15,GLP,7902,R$/13Kg,"44,703","5,098","30,000","69,000","13,263","0,114","31,440","5,960","14,663","51,500","0,190"
1/11/15,1/17/15,GNV,518,R$/m3,"1,917","0,185","1,379","2,889","0,462","0,097","1,455","0,195","1,113","2,048","0,134"
1/18/15,1/24/15,ETANOL HIDRATADO,7733,R$/l,"2,062","0,285","1,599","3,320","0,295","0,138","1,767","0,237","1,440","2,604","0,134"
1/18/15,1/24/15,ÓLEO DIESEL,5640,R$/l,"2,612","0,137","2,199","3,450","0,291","0,052","2,321","0,104","1,941","3,034","0,045"
1/18/15,1/24/15,ÓLEO DIESEL S10,4626,R$/l,"2,764","0,134","2,099","3,590","0,301","0,048","2,463","0,099","2,124","3,118","0,040"
1/18/15,1/24/15,GASOLINA COMUM,8571,R$/l,"3,033","0,170","2,580","4,299","0,406","0,056","2,627","0,118","2,240","3,189","0,045"
1/18/15,1/24/15,GLP,7904,R$/13Kg,"44,658","5,080","30,000","69,000","13,281","0,114","31,377","5,898","14,663","51,500","0,188"
1/18/15,1/24/15,GNV,519,R$/m3,"1,920","0,184","1,485","2,889","0,488","0,096","1,432","0,169","1,181","2,048","0,118"
1/25/15,1/31/15,ETANOL HIDRATADO,7746,R$/l,"2,086","0,280","1,599","3,320","0,302","0,134","1,784","0,234","1,415","2,577","0,131"
1/25/15,1/31/15,ÓLEO DIESEL,5702,R$/l,"2,613","0,136","2,199","3,450","0,293","0,052","2,320","0,100","2,063","2,932","0,043"
1/25/15,1/31/15,ÓLEO DIESEL S10,4607,R$/l,"2,767","0,133","2,419","3,590","0,304","0,048","2,463","0,097","2,140","3,116","0,039"
1/25/15,1/31/15,GASOLINA COMUM,8574,R$/l,"3,038","0,170","2,559","4,299","0,409","0,056","2,629","0,118","2,270","3,182","0,045"
1/25/15,1/31/15,GLP,7898,R$/13Kg,"44,688","5,090","30,000","69,000","13,186","0,114","31,502","5,974","14,660","51,500","0,190"
1/25/15,1/31/15,GNV,547,R$/m3,"1,933","0,179","1,379","2,889","0,513","0,093","1,420","0,177","1,096","2,048","0,125"
2/1/15,2/7/15,ETANOL HIDRATADO,7716,R$/l,"2,196","0,271","1,630","3,610","0,368","0,123","1,828","0,231","1,338","2,577","0,126"
2/1/15,2/7/15,ÓLEO DIESEL,5700,R$/l,"2,747","0,165","2,199","3,640","0,409","0,060","2,338","0,109","2,040","2,932","0,047"
2/1/15,2/7/15,ÓLEO DIESEL S10,4692,R$/l,"2,896","0,161","2,099","3,750","0,420","0,056","2,476","0,106","2,120","3,116","0,043"
2/1/15,2/7/15,GASOLINA COMUM,8560,R$/l,"3,260","0,202","2,350","4,519","0,569","0,062","2,691","0,144","2,237","3,190","0,054"
2/1/15,2/7/15,GLP,7898,R$/13Kg,"44,810","5,157","30,000","69,000","13,345","0,115","31,465","5,922","14,660","51,500","0,188"
2/1/15,2/7/15,GNV,533,R$/m3,"1,936","0,179","1,399","2,889","0,470","0,092","1,466","0,188","1,096","2,048","0,128"
2/8/15,2/14/15,ETANOL HIDRATADO,7725,R$/l,"2,224","0,264","1,829","3,610","0,352","0,119","1,872","0,225","1,458","2,673","0,120"
2/8/15,2/14/15,ÓLEO DIESEL,5646,R$/l,"2,797","0,146","2,380","3,630","0,370","0,052","2,427","0,121","2,091","3,075","0,050"
2/8/15,2/14/15,ÓLEO DIESEL S10,4690,R$/l,"2,948","0,140","2,489","3,650","0,385","0,047","2,563","0,121","2,191","3,268","0,047"
2/8/15,2/14/15,GASOLINA COMUM,8548,R$/l,"3,306","0,178","2,699","4,519","0,504","0,054","2,802","0,147","2,243","3,351","0,052"
2/8/15,2/14/15,GLP,7892,R$/13Kg,"44,922","5,185","30,000","69,000","13,353","0,115","31,569","5,987","17,200","51,500","0,190"
2/8/15,2/14/15,GNV,543,R$/m3,"1,934","0,178","1,379","2,889","0,482","0,092","1,452","0,182","1,160","2,048","0,125"
2/15/15,2/21/15,ETANOL HIDRATADO,7720,R$/l,"2,234","0,263","1,839","3,610","0,346","0,118","1,888","0,226","1,473","2,673","0,120"
2/15/15,2/21/15,ÓLEO DIESEL,5612,R$/l,"2,802","0,147","2,379","3,650","0,362","0,052","2,440","0,119","2,091","3,075","0,049"
2/15/15,2/21/15,ÓLEO DIESEL S10,4799,R$/l,"2,951","0,141","2,448","3,750","0,364","0,048","2,587","0,114","2,214","3,268","0,044"
2/15/15,2/21/15,GASOLINA COMUM,8541,R$/l,"3,314","0,177","2,799","4,519","0,486","0,053","2,828","0,140","2,243","3,351","0,050"
2/15/15,2/21/15,GLP,7894,R$/13Kg,"44,884","5,211","30,000","69,000","13,288","0,116","31,596","6,100","18,952","51,500","0,193"
2/15/15,2/21/15,GNV,539,R$/m3,"1,945","0,175","1,485","2,789","0,496","0,090","1,449","0,169","1,160","2,048","0,117"
2/22/15,2/28/15,ETANOL HIDRATADO,7609,R$/l,"2,240","0,265","1,799","3,610","0,345","0,118","1,895","0,231","1,479","2,757","0,122"
2/22/15,2/28/15,ÓLEO DIESEL,5596,R$/l,"2,808","0,147","2,359","3,740","0,343","0,052","2,465","0,111","2,120","3,092","0,045"
2/22/15,2/28/15,ÓLEO DIESEL S10,4643,R$/l,"2,955","0,141","2,539","3,750","0,349","0,048","2,606","0,109","2,230","3,285","0,042"
2/22/15,2/28/15,GASOLINA COMUM,8429,R$/l,"3,324","0,178","2,749","4,520","0,464","0,054","2,860","0,130","2,243","3,437","0,045"
2/22/15,2/28/15,GLP,7893,R$/13Kg,"44,952","5,249","30,000","69,000","13,318","0,117","31,634","6,113","14,660","51,500","0,193"
2/22/15,2/28/15,GNV,541,R$/m3,"1,949","0,169","1,429","2,889","0,493","0,087","1,456","0,170","1,160","2,048","0,117"
3/1/15,3/7/15,ETANOL HIDRATADO,7640,R$/l,"2,240","0,264","1,650","3,610","0,348","0,118","1,892","0,233","1,530","2,757","0,123"
3/1/15,3/7/15,ÓLEO DIESEL,5603,R$/l,"2,812","0,146","2,349","3,700","0,341","0,052","2,471","0,110","2,130","3,092","0,045"
3/1/15,3/7/15,ÓLEO DIESEL S10,4767,R$/l,"2,959","0,140","2,598","3,750","0,342","0,047","2,617","0,113","2,230","3,285","0,043"
3/1/15,3/7/15,GASOLINA COMUM,8446,R$/l,"3,325","0,178","2,790","4,519","0,454","0,054","2,871","0,127","2,243","3,437","0,044"
3/1/15,3/7/15,GLP,7299,R$/13Kg,"45,014","5,283","30,000","69,000","13,367","0,117","31,647","6,147","14,660","51,500","0,194"
3/1/15,3/7/15,GNV,547,R$/m3,"1,941","0,175","1,399","2,889","0,472","0,090","1,469","0,157","1,181","2,048","0,107"
3/8/15,3/14/15,ETANOL HIDRATADO,7715,R$/l,"2,240","0,269","1,749","3,610","0,372","0,120","1,868","0,242","1,461","2,687","0,130"
3/8/15,3/14/15,ÓLEO DIESEL,5584,R$/l,"2,810","0,148","2,346","3,700","0,337","0,053","2,473","0,112","2,041","3,213","0,045"
3/8/15,3/14/15,ÓLEO DIESEL S10,4728,R$/l,"2,960","0,143","2,530","3,750","0,343","0,048","2,617","0,110","2,160","3,285","0,042"
3/8/15,3/14/15,GASOLINA COMUM,8517,R$/l,"3,326","0,183","2,749","4,519","0,448","0,055","2,878","0,124","2,294","3,451","0,043"
3/8/15,3/14/15,GLP,7285,R$/13Kg,"45,021","5,489","29,990","69,000","13,427","0,122","31,594","6,131","17,442","51,500","0,194"
3/8/15,3/14/15,GNV,539,R$/m3,"1,946","0,178","1,429","2,889","0,518","0,091","1,428","0,163","1,181","1,797","0,114"
3/15/15,3/21/15,ETANOL HIDRATADO,7705,R$/l,"2,227","0,276","1,679","3,600","0,378","0,124","1,849","0,252","1,459","2,687","0,136"
3/15/15,3/21/15,ÓLEO DIESEL,5563,R$/l,"2,812","0,148","2,349","3,700","0,334","0,053","2,478","0,113","2,041","3,213","0,046"
3/15/15,3/21/15,ÓLEO DIESEL S10,4817,R$/l,"2,957","0,141","2,530","3,750","0,338","0,048","2,619","0,111","2,143","3,285","0,042"
3/15/15,3/21/15,GASOLINA COMUM,8510,R$/l,"3,322","0,185","2,829","4,519","0,443","0,056","2,879","0,126","2,510","3,451","0,044"
3/15/15,3/21/15,GLP,7284,R$/13Kg,"45,242","5,421","29,990","69,000","13,724","0,120","31,518","6,099","21,500","51,500","0,194"
3/15/15,3/21/15,GNV,539,R$/m3,"1,950","0,179","1,565","2,889","0,485","0,092","1,465","0,159","1,156","1,947","0,109"
3/22/15,3/28/15,ETANOL HIDRATADO,7703,R$/l,"2,214","0,284","1,669","3,610","0,399","0,128","1,815","0,259","1,398","2,659","0,143"
3/22/15,3/28/15,ÓLEO DIESEL,5625,R$/l,"2,810","0,145","2,299","3,700","0,331","0,052","2,479","0,111","2,130","3,213","0,045"
3/22/15,3/28/15,ÓLEO DIESEL S10,4797,R$/l,"2,957","0,141","2,499","3,750","0,338","0,048","2,619","0,111","2,122","3,382","0,042"
3/22/15,3/28/15,GASOLINA COMUM,8480,R$/l,"3,322","0,190","2,749","4,529","0,444","0,057","2,878","0,128","2,500","3,380","0,044"
3/22/15,3/28/15,GLP,7327,R$/13Kg,"45,452","5,531","28,000","69,000","13,422","0,122","32,030","6,477","14,000","57,000","0,202"
3/22/15,3/28/15,GNV,561,R$/m3,"1,962","0,182","1,499","2,889","0,506","0,093","1,456","0,162","1,156","2,158","0,111"
3/29/15,4/4/15,ETANOL HIDRATADO,7699,R$/l,"2,203","0,289","1,669","3,600","0,407","0,131","1,796","0,259","1,381","2,659","0,144"
3/29/15,4/4/15,ÓLEO DIESEL,5558,R$/l,"2,811","0,146","2,349","3,700","0,333","0,052","2,478","0,112","2,122","3,213","0,045"
3/29/15,4/4/15,ÓLEO DIESEL S10,4827,R$/l,"2,958","0,142","2,470","3,750","0,336","0,048","2,622","0,108","2,122","3,382","0,041"
3/29/15,4/4/15,GASOLINA COMUM,8478,R$/l,"3,320","0,193","2,799","4,529","0,445","0,058","2,875","0,131","2,424","3,380","0,046"
3/29/15,4/4/15,GLP,7322,R$/13Kg,"45,590","5,558","28,000","69,000","13,709","0,122","31,881","6,396","14,000","57,000","0,201"
3/29/15,4/4/15,GNV,528,R$/m3,"1,966","0,178","1,499","2,889","0,518","0,091","1,448","0,171","1,181","2,158","0,118"
4/5/15,4/11/15,ETANOL HIDRATADO,7697,R$/l,"2,184","0,294","1,650","3,610","0,393","0,135","1,791","0,256","1,369","2,681","0,143"
4/5/15,4/11/15,ÓLEO DIESEL,5585,R$/l,"2,809","0,148","2,349","3,700","0,332","0,053","2,477","0,112","2,127","3,056","0,045"
4/5/15,4/11/15,ÓLEO DIESEL S10,4778,R$/l,"2,956","0,142","2,539","3,750","0,343","0,048","2,613","0,105","2,308","3,211","0,040"
4/5/15,4/11/15,GASOLINA COMUM,8477,R$/l,"3,311","0,197","2,749","4,519","0,437","0,059","2,874","0,133","2,271","3,383","0,046"
4/5/15,4/11/15,GLP,7327,R$/13Kg,"45,538","5,581","30,000","70,000","13,597","0,123","31,941","6,240","14,663","52,000","0,195"
4/5/15,4/11/15,GNV,504,R$/m3,"1,973","0,190","1,499","2,889","0,514","0,096","1,459","0,183","1,181","2,158","0,125"
4/12/15,4/18/15,ETANOL HIDRATADO,7719,R$/l,"2,181","0,294","1,699","3,610","0,388","0,135","1,793","0,259","1,410","2,706","0,144"
4/12/15,4/18/15,ÓLEO DIESEL,5510,R$/l,"2,809","0,147","2,390","3,700","0,330","0,052","2,479","0,110","2,127","3,056","0,044"
4/12/15,4/18/15,ÓLEO DIESEL S10,4874,R$/l,"2,958","0,141","2,430","3,750","0,345","0,048","2,613","0,107","2,333","3,211","0,041"
4/12/15,4/18/15,GASOLINA COMUM,8470,R$/l,"3,309","0,198","2,799","4,519","0,433","0,060","2,876","0,132","2,361","3,383","0,046"
4/12/15,4/18/15,GLP,7313,R$/13Kg,"45,569","5,588","30,000","69,000","14,085","0,123","31,484","5,980","14,663","51,870","0,190"
4/12/15,4/18/15,GNV,524,R$/m3,"1,987","0,196","1,459","2,889","0,528","0,099","1,459","0,189","1,162","2,158","0,130"
4/19/15,4/25/15,ETANOL HIDRATADO,7727,R$/l,"2,176","0,298","1,670","3,610","0,391","0,137","1,785","0,255","1,417","2,706","0,143"
4/19/15,4/25/15,ÓLEO DIESEL,5601,R$/l,"2,809","0,147","2,450","3,700","0,333","0,052","2,476","0,106","2,179","3,056","0,043"
4/19/15,4/25/15,ÓLEO DIESEL S10,4812,R$/l,"2,958","0,142","2,359","3,750","0,343","0,048","2,615","0,101","2,300","3,036","0,039"
4/19/15,4/25/15,GASOLINA COMUM,8483,R$/l,"3,306","0,202","2,790","4,519","0,434","0,061","2,872","0,132","2,500","3,366","0,046"
4/19/15,4/25/15,GLP,7315,R$/13Kg,"45,904","5,589","29,900","69,000","14,287","0,122","31,617","5,960","14,660","51,870","0,189"
4/19/15,4/25/15,GNV,516,R$/m3,"2,002","0,187","1,599","2,889","0,554","0,093","1,448","0,202","1,121","2,258","0,140"
4/26/15,5/2/15,ETANOL HIDRATADO,7726,R$/l,"2,162","0,300","1,649","3,610","0,380","0,139","1,782","0,258","1,400","2,706","0,145"
4/26/15,5/2/15,ÓLEO DIESEL,5567,R$/l,"2,808","0,146","2,450","3,700","0,332","0,052","2,476","0,107","2,246","3,056","0,043"
4/26/15,5/2/15,ÓLEO DIESEL S10,4882,R$/l,"2,954","0,141","2,569","3,750","0,339","0,048","2,615","0,107","2,175","3,036","0,041"
4/26/15,5/2/15,GASOLINA COMUM,8481,R$/l,"3,297","0,206","2,790","4,519","0,428","0,062","2,869","0,134","2,410","3,366","0,047"
4/26/15,5/2/15,GLP,7324,R$/13Kg,"46,105","5,482","30,000","69,000","14,697","0,119","31,408","5,935","14,660","52,000","0,189"
4/26/15,5/2/15,GNV,515,R$/m3,"2,000","0,195","1,499","2,889","0,513","0,098","1,487","0,202","1,162","2,258","0,136"
5/3/15,5/9/15,ETANOL HIDRATADO,7712,R$/l,"2,147","0,306","1,679","3,610","0,365","0,143","1,782","0,262","1,470","2,706","0,147"
5/3/15,5/9/15,ÓLEO DIESEL,5546,R$/l,"2,809","0,147","2,460","3,700","0,332","0,052","2,477","0,109","2,179","3,056","0,044"
5/3/15,5/9/15,ÓLEO DIESEL S10,4866,R$/l,"2,955","0,141","2,569","3,750","0,340","0,048","2,615","0,109","2,300","3,036","0,042"
5/3/15,5/9/15,GASOLINA COMUM,8464,R$/l,"3,291","0,207","2,749","4,519","0,419","0,063","2,872","0,133","2,502","3,369","0,046"
5/3/15,5/9/15,GLP,7329,R$/13Kg,"45,933","5,561","30,000","69,000","14,032","0,121","31,901","5,878","15,930","54,000","0,184"
5/3/15,5/9/15,GNV,534,R$/m3,"1,999","0,197","1,479","3,090","0,485","0,099","1,514","0,163","1,162","1,789","0,108"
5/10/15,5/16/15,ETANOL HIDRATADO,7726,R$/l,"2,141","0,308","1,579","3,610","0,360","0,144","1,781","0,268","1,405","2,706","0,150"
5/10/15,5/16/15,ÓLEO DIESEL,5503,R$/l,"2,807","0,148","2,419","3,700","0,324","0,053","2,483","0,111","2,111","3,056","0,045"
5/10/15,5/16/15,ÓLEO DIESEL S10,4907,R$/l,"2,957","0,139","2,569","3,750","0,337","0,047","2,620","0,106","2,300","3,034","0,040"
5/10/15,5/16/15,GASOLINA COMUM,8462,R$/l,"3,299","0,205","2,749","4,519","0,429","0,062","2,870","0,133","2,510","3,369","0,046"
5/10/15,5/16/15,GLP,7328,R$/13Kg,"45,956","5,588","30,000","69,000","14,141","0,122","31,815","5,787","15,930","54,000","0,182"
5/10/15,5/16/15,GNV,513,R$/m3,"2,006","0,192","1,549","2,889","0,560","0,096","1,446","0,171","1,181","1,859","0,118"
5/17/15,5/23/15,ETANOL HIDRATADO,7717,R$/l,"2,142","0,310","1,579","3,610","0,375","0,145","1,767","0,270","1,363","2,674","0,153"
5/17/15,5/23/15,ÓLEO DIESEL,5569,R$/l,"2,808","0,147","2,450","3,700","0,324","0,052","2,484","0,112","2,163","3,066","0,045"
5/17/15,5/23/15,ÓLEO DIESEL S10,4823,R$/l,"2,956","0,141","2,569","3,750","0,338","0,048","2,618","0,109","2,366","3,040","0,042"
5/17/15,5/23/15,GASOLINA COMUM,8476,R$/l,"3,303","0,206","2,749","4,519","0,437","0,062","2,866","0,134","2,495","3,389","0,047"
5/17/15,5/23/15,GLP,7323,R$/13Kg,"45,918","5,521","30,000","70,000","14,096","0,120","31,822","5,739","14,660","51,870","0,180"
5/17/15,5/23/15,GNV,492,R$/m3,"2,008","0,208","1,479","2,889","0,562","0,104","1,446","0,192","1,200","2,233","0,133"
5/24/15,5/30/15,ETANOL HIDRATADO,7721,R$/l,"2,134","0,312","1,579","3,610","0,383","0,146","1,751","0,273","1,363","2,674","0,156"
5/24/15,5/30/15,ÓLEO DIESEL,5539,R$/l,"2,807","0,146","2,450","3,700","0,324","0,052","2,483","0,110","2,234","3,066","0,044"
5/24/15,5/30/15,ÓLEO DIESEL S10,4955,R$/l,"2,956","0,141","2,569","3,750","0,337","0,048","2,619","0,108","2,346","3,040","0,041"
5/24/15,5/30/15,GASOLINA COMUM,8469,R$/l,"3,303","0,203","2,799","4,519","0,439","0,061","2,864","0,136","2,441","3,389","0,047"
5/24/15,5/30/15,GLP,7326,R$/13Kg,"45,993","5,541","29,990","70,000","13,994","0,120","31,999","5,681","14,660","51,870","0,178"
5/24/15,5/30/15,GNV,542,R$/m3,"2,003","0,206","1,499","2,889","0,524","0,103","1,479","0,182","1,196","2,233","0,123"
5/31/15,6/6/15,ETANOL HIDRATADO,7719,R$/l,"2,122","0,317","1,579","3,610","0,374","0,149","1,748","0,282","1,336","2,674","0,161"
5/31/15,6/6/15,ÓLEO DIESEL,5561,R$/l,"2,808","0,147","2,450","3,700","0,323","0,052","2,485","0,113","2,133","3,066","0,045"
5/31/15,6/6/15,ÓLEO DIESEL S10,4893,R$/l,"2,955","0,140","2,569","3,750","0,340","0,047","2,615","0,104","2,143","3,217","0,040"
5/31/15,6/6/15,GASOLINA COMUM,8458,R$/l,"3,300","0,204","2,749","4,519","0,439","0,062","2,861","0,138","2,500","3,470","0,048"
5/31/15,6/6/15,GLP,7327,R$/13Kg,"45,897","5,616","29,990","69,000","14,165","0,122","31,732","5,773","14,660","55,000","0,182"
5/31/15,6/6/15,GNV,511,R$/m3,"2,013","0,206","1,479","2,889","0,579","0,102","1,434","0,204","1,157","2,315","0,142"
6/7/15,6/13/15,ETANOL HIDRATADO,7710,R$/l,"2,119","0,318","1,579","3,610","0,374","0,150","1,745","0,282","1,336","2,674","0,162"
6/7/15,6/13/15,ÓLEO DIESEL,5476,R$/l,"2,807","0,147","2,450","3,700","0,322","0,052","2,485","0,113","2,113","3,066","0,045"
6/7/15,6/13/15,ÓLEO DIESEL S10,4956,R$/l,"2,956","0,137","2,569","3,750","0,336","0,046","2,620","0,106","2,375","3,217","0,040"
6/7/15,6/13/15,GASOLINA COMUM,8454,R$/l,"3,300","0,203","2,749","4,519","0,435","0,062","2,865","0,136","2,488","3,470","0,047"
6/7/15,6/13/15,GLP,7324,R$/13Kg,"46,003","5,548","29,990","70,000","14,325","0,121","31,678","5,641","14,660","55,000","0,178"
6/7/15,6/13/15,GNV,559,R$/m3,"2,012","0,201","1,399","2,889","0,580","0,100","1,432","0,180","1,165","2,315","0,126"
6/14/15,6/20/15,ETANOL HIDRATADO,7708,R$/l,"2,118","0,320","1,579","3,610","0,378","0,151","1,740","0,279","1,399","2,691","0,160"
6/14/15,6/20/15,ÓLEO DIESEL,5523,R$/l,"2,808","0,146","2,490","3,700","0,323","0,052","2,485","0,113","2,116","3,072","0,045"
6/14/15,6/20/15,ÓLEO DIESEL S10,4889,R$/l,"2,959","0,140","2,569","3,750","0,337","0,047","2,622","0,109","2,308","3,236","0,042"
6/14/15,6/20/15,GASOLINA COMUM,8460,R$/l,"3,307","0,202","2,749","4,519","0,443","0,061","2,864","0,135","2,450","3,470","0,047"
6/14/15,6/20/15,GLP,7326,R$/13Kg,"45,921","5,577","29,990","70,000","14,102","0,121","31,819","5,792","14,663","55,000","0,182"
6/14/15,6/20/15,GNV,526,R$/m3,"2,027","0,198","1,479","2,999","0,523","0,098","1,504","0,190","1,203","2,313","0,126"
6/21/15,6/27/15,ETANOL HIDRATADO,7696,R$/l,"2,104","0,322","1,579","3,610","0,369","0,153","1,735","0,278","1,390","2,691","0,160"
6/21/15,6/27/15,ÓLEO DIESEL,5518,R$/l,"2,807","0,148","2,450","3,700","0,322","0,053","2,485","0,115","2,116","3,072","0,046"
6/21/15,6/27/15,ÓLEO DIESEL S10,4946,R$/l,"2,957","0,139","2,569","3,750","0,335","0,047","2,622","0,110","2,308","3,236","0,042"
6/21/15,6/27/15,GASOLINA COMUM,8453,R$/l,"3,301","0,204","2,779","4,519","0,436","0,062","2,865","0,137","2,450","3,470","0,048"
6/21/15,6/27/15,GLP,7325,R$/13Kg,"45,907","5,571","29,990","70,000","14,224","0,121","31,683","5,732","14,663","55,000","0,181"
6/21/15,6/27/15,GNV,523,R$/m3,"2,025","0,202","1,499","2,999","0,543","0,100","1,482","0,206","1,203","2,313","0,139"
6/28/15,7/4/15,ETANOL HIDRATADO,7708,R$/l,"2,093","0,327","1,599","3,580","0,367","0,156","1,726","0,283","1,370","2,655","0,164"
6/28/15,7/4/15,ÓLEO DIESEL,5511,R$/l,"2,808","0,148","2,450","3,700","0,318","0,053","2,490","0,114","2,135","3,126","0,046"
6/28/15,7/4/15,ÓLEO DIESEL S10,4902,R$/l,"2,957","0,139","2,569","3,750","0,334","0,047","2,623","0,110","2,360","3,241","0,042"
6/28/15,7/4/15,GASOLINA COMUM,8445,R$/l,"3,296","0,206","2,719","4,519","0,434","0,063","2,862","0,136","2,500","3,392","0,048"
6/28/15,7/4/15,GLP,7322,R$/13Kg,"45,963","5,499","30,000","69,000","13,941","0,120","32,022","5,713","14,660","55,000","0,178"
6/28/15,7/4/15,GNV,515,R$/m3,"2,026","0,190","1,479","2,849","0,543","0,094","1,483","0,197","1,203","2,314","0,133"
7/5/15,7/11/15,ETANOL HIDRATADO,7708,R$/l,"2,089","0,328","1,599","3,580","0,368","0,157","1,721","0,283","1,351","2,674","0,164"
7/5/15,7/11/15,ÓLEO DIESEL,5470,R$/l,"2,807","0,144","2,480","3,700","0,315","0,051","2,492","0,110","2,248","3,126","0,044"
7/5/15,7/11/15,ÓLEO DIESEL S10,4956,R$/l,"2,955","0,137","2,569","3,750","0,330","0,046","2,625","0,107","2,344","3,241","0,041"
7/5/15,7/11/15,GASOLINA COMUM,8427,R$/l,"3,297","0,205","2,719","4,519","0,432","0,062","2,865","0,137","2,434","3,392","0,048"
7/5/15,7/11/15,GLP,7321,R$/13Kg,"45,922","5,532","30,000","69,000","14,000","0,120","31,922","5,789","14,660","55,000","0,181"
7/5/15,7/11/15,GNV,530,R$/m3,"2,037","0,196","1,569","2,987","0,564","0,096","1,473","0,187","1,183","2,314","0,127"
7/12/15,7/18/15,ETANOL HIDRATADO,7709,R$/l,"2,081","0,332","1,490","3,610","0,368","0,160","1,713","0,287","1,350","2,674","0,168"
7/12/15,7/18/15,ÓLEO DIESEL,5499,R$/l,"2,806","0,145","2,440","3,700","0,311","0,052","2,495","0,105","2,104","3,086","0,042"
7/12/15,7/18/15,ÓLEO DIESEL S10,4989,R$/l,"2,955","0,137","2,569","3,750","0,325","0,046","2,630","0,099","2,260","3,244","0,038"
7/12/15,7/18/15,GASOLINA COMUM,8441,R$/l,"3,296","0,206","2,719","4,519","0,433","0,063","2,863","0,137","2,473","3,387","0,048"
7/12/15,7/18/15,GLP,7318,R$/13Kg,"45,918","5,580","29,990","70,000","14,059","0,122","31,859","5,681","14,560","51,870","0,178"
7/12/15,7/18/15,GNV,505,R$/m3,"2,055","0,181","1,479","2,849","0,591","0,088","1,464","0,179","1,165","2,152","0,122"
7/19/15,7/25/15,ETANOL HIDRATADO,7734,R$/l,"2,068","0,337","1,490","3,610","0,355","0,163","1,713","0,286","1,350","2,655","0,167"
7/19/15,7/25/15,ÓLEO DIESEL,5445,R$/l,"2,804","0,145","2,440","3,700","0,306","0,052","2,498","0,105","2,235","3,086","0,042"
7/19/15,7/25/15,ÓLEO DIESEL S10,5032,R$/l,"2,953","0,136","2,569","3,750","0,320","0,046","2,633","0,100","2,260","3,244","0,038"
7/19/15,7/25/15,GASOLINA COMUM,8436,R$/l,"3,290","0,208","2,719","4,519","0,429","0,063","2,861","0,138","2,475","3,387","0,048"
7/19/15,7/25/15,GLP,7318,R$/13Kg,"46,023","5,498","29,990","69,000","14,056","0,119","31,967","5,650","14,560","49,670","0,177"
7/19/15,7/25/15,GNV,527,R$/m3,"2,062","0,190","1,499","2,849","0,528","0,092","1,534","0,182","1,213","2,152","0,119"
7/26/15,8/1/15,ETANOL HIDRATADO,7725,R$/l,"2,085","0,340","1,479","3,610","0,351","0,163","1,734","0,288","1,338","2,655","0,166"
7/26/15,8/1/15,ÓLEO DIESEL,5453,R$/l,"2,805","0,144","2,490","3,700","0,295","0,051","2,510","0,108","2,104","3,101","0,043"
7/26/15,8/1/15,ÓLEO DIESEL S10,4980,R$/l,"2,952","0,138","2,469","3,750","0,321","0,047","2,631","0,102","2,360","3,241","0,039"
7/26/15,8/1/15,GASOLINA COMUM,8428,R$/l,"3,302","0,211","2,749","4,519","0,436","0,064","2,866","0,136","2,390","3,390","0,047"
7/26/15,8/1/15,GLP,7319,R$/13Kg,"45,917","5,548","29,990","69,000","13,935","0,121","31,982","5,694","13,984","53,210","0,178"
7/26/15,8/1/15,GNV,509,R$/m3,"2,066","0,187","1,499","2,849","0,566","0,091","1,500","0,188","1,177","2,261","0,125"
8/2/15,8/8/15,ETANOL HIDRATADO,7714,R$/l,"2,059","0,345","1,467","3,610","0,357","0,168","1,702","0,294","1,299","2,655","0,173"
