DATA INICIAL,DATA FINAL,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
12/20/15,12/26/15,GNV,294,R$/m3,"2,233","0,206","1,799","2,899","0,600","0,092","1,633","0,202","1,362","2,331","0,124"
12/27/15,1/2/16,ETANOL HIDRATADO,5229,R$/l,"2,661","0,281","2,179","3,790","0,366","0,106","2,295","0,263","1,914","3,254","0,115"
12/27/15,1/2/16,ÓLEO DIESEL,3740,R$/l,"2,986","0,158","2,489","3,950","0,324","0,053","2,662","0,113","2,290","3,260","0,042"
12/27/15,1/2/16,ÓLEO DIESEL S10,3696,R$/l,"3,127","0,157","2,649","4,020","0,348","0,050","2,779","0,110","2,490","3,440","0,040"
12/27/15,1/2/16,GASOLINA COMUM,5689,R$/l,"3,635","0,190","3,149","4,719","0,450","0,052","3,185","0,133","2,840","3,692","0,042"
12/27/15,1/2/16,GLP,5516,R$/13Kg,"53,976","6,878","35,000","82,000","16,471","0,127","37,505","6,744","21,091","59,500","0,180"
12/27/15,1/2/16,GNV,327,R$/m3,"2,231","0,219","1,799","3,090","0,631","0,098","1,600","0,202","1,362","2,331","0,126"
1/3/16,1/9/16,ETANOL HIDRATADO,5217,R$/l,"2,663","0,297","2,179","3,913","0,353","0,112","2,310","0,263","1,917","3,391","0,114"
1/3/16,1/9/16,ÓLEO DIESEL,3743,R$/l,"2,994","0,158","2,599","3,950","0,322","0,053","2,672","0,112","2,290","3,260","0,042"
1/3/16,1/9/16,ÓLEO DIESEL S10,3680,R$/l,"3,139","0,156","2,749","4,020","0,345","0,050","2,794","0,110","2,490","3,440","0,039"
1/3/16,1/9/16,GASOLINA COMUM,5702,R$/l,"3,654","0,200","3,159","4,799","0,450","0,055","3,204","0,138","2,860","3,692","0,043"
1/3/16,1/9/16,GLP,5515,R$/13Kg,"54,039","6,986","35,000","82,000","16,750","0,129","37,289","6,706","21,091","60,000","0,180"
1/3/16,1/9/16,GNV,318,R$/m3,"2,228","0,206","1,799","2,899","0,648","0,092","1,580","0,202","1,323","2,019","0,128"
1/10/16,1/16/16,ETANOL HIDRATADO,5216,R$/l,"2,697","0,304","2,179","3,940","0,360","0,113","2,337","0,264","1,917","3,391","0,113"
1/10/16,1/16/16,ÓLEO DIESEL,3765,R$/l,"2,999","0,161","2,599","3,950","0,319","0,054","2,680","0,115","2,258","3,260","0,043"
1/10/16,1/16/16,ÓLEO DIESEL S10,3709,R$/l,"3,147","0,158","2,749","4,020","0,346","0,050","2,801","0,113","2,490","3,440","0,040"
1/10/16,1/16/16,GASOLINA COMUM,5683,R$/l,"3,677","0,205","3,149","4,799","0,456","0,056","3,221","0,138","2,865","3,692","0,043"
1/10/16,1/16/16,GLP,5514,R$/13Kg,"53,927","6,860","37,000","82,000","16,329","0,127","37,598","6,730","21,090","60,000","0,179"
1/10/16,1/16/16,GNV,327,R$/m3,"2,248","0,219","1,789","2,899","0,605","0,097","1,643","0,198","1,282","2,230","0,121"
1/17/16,1/23/16,ETANOL HIDRATADO,5212,R$/l,"2,737","0,303","2,199","3,955","0,348","0,111","2,389","0,262","1,941","3,462","0,110"
1/17/16,1/23/16,ÓLEO DIESEL,3724,R$/l,"3,007","0,162","2,460","3,950","0,316","0,054","2,691","0,122","2,179","3,260","0,045"
1/17/16,1/23/16,ÓLEO DIESEL S10,3739,R$/l,"3,150","0,159","2,649","4,020","0,346","0,050","2,804","0,118","2,330","3,431","0,042"
1/17/16,1/23/16,GASOLINA COMUM,5694,R$/l,"3,682","0,205","3,179","4,799","0,450","0,056","3,232","0,144","2,870","3,727","0,045"
1/17/16,1/23/16,GLP,5511,R$/13Kg,"53,865","6,915","35,000","83,000","16,598","0,128","37,267","6,615","21,090","59,900","0,178"
1/17/16,1/23/16,GNV,309,R$/m3,"2,228","0,232","1,695","3,299","0,644","0,104","1,584","0,211","1,324","2,331","0,133"
1/24/16,1/30/16,ETANOL HIDRATADO,5197,R$/l,"2,774","0,301","2,199","3,955","0,338","0,109","2,436","0,258","1,941","3,462","0,106"
1/24/16,1/30/16,ÓLEO DIESEL,3729,R$/l,"3,010","0,160","2,599","3,950","0,319","0,053","2,691","0,118","2,321","3,260","0,044"
1/24/16,1/30/16,ÓLEO DIESEL S10,3730,R$/l,"3,156","0,160","2,649","4,020","0,345","0,051","2,811","0,117","2,490","3,431","0,042"
1/24/16,1/30/16,GASOLINA COMUM,5682,R$/l,"3,694","0,203","3,179","4,799","0,450","0,055","3,244","0,143","2,870","3,727","0,044"
1/24/16,1/30/16,GLP,5512,R$/13Kg,"53,958","6,899","35,000","83,000","16,200","0,128","37,758","6,643","23,750","59,900","0,176"
1/24/16,1/30/16,GNV,308,R$/m3,"2,242","0,222","1,798","3,000","0,595","0,099","1,647","0,212","1,324","2,331","0,129"
1/31/16,2/6/16,ETANOL HIDRATADO,5194,R$/l,"2,794","0,307","2,199","4,029","0,337","0,110","2,457","0,269","1,950","3,520","0,109"
1/31/16,2/6/16,ÓLEO DIESEL,3736,R$/l,"3,015","0,162","2,640","3,900","0,319","0,054","2,696","0,120","2,390","3,260","0,045"
1/31/16,2/6/16,ÓLEO DIESEL S10,3773,R$/l,"3,156","0,162","2,649","4,020","0,343","0,051","2,813","0,117","2,490","3,431","0,042"
1/31/16,2/6/16,GASOLINA COMUM,5682,R$/l,"3,702","0,205","3,179","4,799","0,449","0,055","3,253","0,146","2,890","3,740","0,045"
1/31/16,2/6/16,GLP,5511,R$/13Kg,"53,960","6,930","37,000","82,000","15,920","0,128","38,040","6,779","25,380","60,000","0,178"
1/31/16,2/6/16,GNV,307,R$/m3,"2,243","0,232","1,799","3,060","0,643","0,103","1,600","0,231","1,300","2,331","0,144"
2/7/16,2/13/16,ETANOL HIDRATADO,5202,R$/l,"2,795","0,313","2,199","4,029","0,325","0,112","2,470","0,266","1,950","3,393","0,108"
2/7/16,2/13/16,ÓLEO DIESEL,3743,R$/l,"3,013","0,163","2,640","3,900","0,319","0,054","2,694","0,120","2,390","3,260","0,045"
2/7/16,2/13/16,ÓLEO DIESEL S10,3767,R$/l,"3,158","0,164","2,649","4,020","0,346","0,052","2,812","0,123","2,490","3,431","0,044"
2/7/16,2/13/16,GASOLINA COMUM,5683,R$/l,"3,708","0,208","3,109","4,799","0,453","0,056","3,255","0,146","2,890","3,740","0,045"
2/7/16,2/13/16,GLP,5511,R$/13Kg,"53,989","6,792","35,000","82,000","16,153","0,126","37,836","6,812","21,090","60,000","0,180"
2/7/16,2/13/16,GNV,326,R$/m3,"2,230","0,253","1,789","3,399","0,543","0,113","1,687","0,211","1,300","2,331","0,125"
2/14/16,2/20/16,ETANOL HIDRATADO,5187,R$/l,"2,806","0,315","2,199","4,100","0,321","0,112","2,485","0,271","2,000","3,590","0,109"
2/14/16,2/20/16,ÓLEO DIESEL,3792,R$/l,"3,017","0,164","2,649","3,900","0,323","0,054","2,694","0,126","2,390","3,326","0,047"
2/14/16,2/20/16,ÓLEO DIESEL S10,3737,R$/l,"3,157","0,166","2,749","4,020","0,348","0,053","2,809","0,134","2,490","3,594","0,048"
2/14/16,2/20/16,GASOLINA COMUM,5686,R$/l,"3,709","0,207","3,149","4,799","0,445","0,056","3,264","0,149","2,900","3,771","0,046"
2/14/16,2/20/16,GLP,5514,R$/13Kg,"53,981","6,797","35,000","82,000","16,180","0,126","37,801","6,527","21,090","60,000","0,173"
2/14/16,2/20/16,GNV,302,R$/m3,"2,235","0,243","1,499","2,899","0,560","0,109","1,675","0,189","1,380","2,110","0,113"
2/21/16,2/27/16,ETANOL HIDRATADO,5198,R$/l,"2,831","0,319","2,259","4,296","0,329","0,113","2,502","0,268","2,000","3,520","0,107"
2/21/16,2/27/16,ÓLEO DIESEL,3731,R$/l,"3,020","0,165","2,499","3,900","0,325","0,055","2,695","0,128","2,390","3,326","0,047"
2/21/16,2/27/16,ÓLEO DIESEL S10,3776,R$/l,"3,160","0,166","2,649","4,020","0,345","0,053","2,815","0,129","2,490","3,596","0,046"
2/21/16,2/27/16,GASOLINA COMUM,5694,R$/l,"3,719","0,205","3,179","4,799","0,452","0,055","3,267","0,148","2,900","3,771","0,045"
2/21/16,2/27/16,GLP,5511,R$/13Kg,"53,850","6,780","35,000","82,000","15,406","0,126","38,444","6,581","26,080","60,000","0,171"
2/21/16,2/27/16,GNV,306,R$/m3,"2,260","0,211","1,499","2,899","0,636","0,093","1,624","0,187","1,299","2,110","0,115"
2/28/16,3/5/16,ETANOL HIDRATADO,5192,R$/l,"2,839","0,317","2,259","4,100","0,325","0,112","2,514","0,277","2,090","3,500","0,110"
2/28/16,3/5/16,ÓLEO DIESEL,3749,R$/l,"3,018","0,166","2,499","3,950","0,324","0,055","2,694","0,138","2,320","3,350","0,051"
2/28/16,3/5/16,ÓLEO DIESEL S10,3771,R$/l,"3,161","0,163","2,649","4,250","0,346","0,052","2,815","0,123","2,490","3,586","0,044"
2/28/16,3/5/16,GASOLINA COMUM,5699,R$/l,"3,721","0,208","3,179","4,799","0,454","0,056","3,267","0,148","2,865","3,722","0,045"
2/28/16,3/5/16,GLP,5510,R$/13Kg,"53,936","6,882","35,000","82,000","16,045","0,128","37,891","6,596","21,529","59,990","0,174"
2/28/16,3/5/16,GNV,314,R$/m3,"2,240","0,235","1,849","3,090","0,625","0,105","1,615","0,217","1,273","2,230","0,134"
3/6/16,3/12/16,ETANOL HIDRATADO,5172,R$/l,"2,857","0,323","2,259","4,100","0,319","0,113","2,538","0,280","2,090","3,590","0,110"
3/6/16,3/12/16,ÓLEO DIESEL,3700,R$/l,"3,019","0,168","2,499","3,980","0,326","0,056","2,693","0,132","2,390","3,326","0,049"
3/6/16,3/12/16,ÓLEO DIESEL S10,3772,R$/l,"3,163","0,164","2,649","4,090","0,350","0,052","2,813","0,125","2,490","3,602","0,044"
3/6/16,3/12/16,GASOLINA COMUM,5699,R$/l,"3,730","0,211","3,199","4,840","0,452","0,057","3,278","0,147","2,900","3,722","0,045"
3/6/16,3/12/16,GLP,5509,R$/13Kg,"53,963","6,821","37,000","82,000","16,095","0,126","37,868","6,674","26,080","59,990","0,176"
3/6/16,3/12/16,GNV,301,R$/m3,"2,240","0,240","1,789","2,999","0,609","0,107","1,631","0,203","1,295","2,110","0,124"
3/13/16,3/19/16,ETANOL HIDRATADO,5176,R$/l,"2,874","0,321","2,359","4,100","0,317","0,112","2,557","0,278","2,215","3,630","0,109"
3/13/16,3/19/16,ÓLEO DIESEL,3691,R$/l,"3,019","0,166","2,640","3,980","0,325","0,055","2,694","0,131","2,390","3,317","0,049"
3/13/16,3/19/16,ÓLEO DIESEL S10,3789,R$/l,"3,165","0,166","2,749","4,090","0,359","0,052","2,806","0,136","2,490","3,626","0,048"
3/13/16,3/19/16,GASOLINA COMUM,5689,R$/l,"3,734","0,211","3,190","4,840","0,452","0,057","3,282","0,150","2,900","3,789","0,046"
3/13/16,3/19/16,GLP,5509,R$/13Kg,"53,804","6,745","37,000","82,000","15,928","0,125","37,876","6,720","21,238","59,990","0,177"
3/13/16,3/19/16,GNV,291,R$/m3,"2,271","0,260","1,799","4,020","0,686","0,114","1,585","0,249","1,300","2,331","0,157"
3/20/16,3/26/16,ETANOL HIDRATADO,5198,R$/l,"2,878","0,327","2,349","4,296","0,319","0,114","2,559","0,278","2,215","3,680","0,109"
3/20/16,3/26/16,ÓLEO DIESEL,3716,R$/l,"3,021","0,166","2,640","3,980","0,326","0,055","2,695","0,131","2,310","3,317","0,049"
3/20/16,3/26/16,ÓLEO DIESEL S10,3783,R$/l,"3,163","0,162","2,749","4,090","0,357","0,051","2,806","0,131","2,490","3,607","0,047"
3/20/16,3/26/16,GASOLINA COMUM,5674,R$/l,"3,728","0,211","3,190","4,840","0,442","0,057","3,286","0,148","2,900","3,789","0,045"
3/20/16,3/26/16,GLP,5507,R$/13Kg,"53,804","6,792","37,000","82,000","16,153","0,126","37,651","6,678","21,529","59,990","0,177"
3/20/16,3/26/16,GNV,314,R$/m3,"2,251","0,246","1,799","3,070","0,635","0,109","1,616","0,217","1,300","2,331","0,134"
3/27/16,4/2/16,ETANOL HIDRATADO,5199,R$/l,"2,889","0,334","2,349","4,199","0,347","0,116","2,542","0,292","2,050","3,620","0,115"
3/27/16,4/2/16,ÓLEO DIESEL,3686,R$/l,"3,025","0,167","2,640","3,980","0,332","0,055","2,693","0,129","2,062","3,317","0,048"
3/27/16,4/2/16,ÓLEO DIESEL S10,3823,R$/l,"3,167","0,168","2,749","4,090","0,355","0,053","2,812","0,138","2,490","3,644","0,049"
3/27/16,4/2/16,GASOLINA COMUM,5684,R$/l,"3,734","0,212","3,190","4,840","0,445","0,057","3,289","0,152","2,734","3,792","0,046"
3/27/16,4/2/16,GLP,5509,R$/13Kg,"53,859","6,864","35,000","83,000","16,074","0,127","37,785","6,888","21,230","59,990","0,182"
3/27/16,4/2/16,GNV,317,R$/m3,"2,240","0,238","1,799","2,999","0,607","0,106","1,633","0,197","1,314","2,025","0,121"
4/3/16,4/9/16,ETANOL HIDRATADO,5195,R$/l,"2,852","0,349","2,199","4,199","0,374","0,122","2,478","0,322","1,760","3,573","0,130"
4/3/16,4/9/16,ÓLEO DIESEL,3710,R$/l,"3,020","0,169","2,640","3,980","0,326","0,056","2,694","0,129","2,390","3,361","0,048"
4/3/16,4/9/16,ÓLEO DIESEL S10,3796,R$/l,"3,167","0,169","2,740","4,090","0,354","0,053","2,813","0,135","2,490","3,677","0,048"
4/3/16,4/9/16,GASOLINA COMUM,5688,R$/l,"3,727","0,215","3,199","4,890","0,443","0,058","3,284","0,155","2,868","3,792","0,047"
4/3/16,4/9/16,GLP,5509,R$/13Kg,"53,717","6,985","35,000","82,000","16,385","0,130","37,332","6,723","26,020","58,500","0,180"
4/3/16,4/9/16,GNV,317,R$/m3,"2,241","0,242","1,789","2,999","0,668","0,108","1,573","0,223","1,324","2,140","0,142"
4/10/16,4/16/16,ETANOL HIDRATADO,5211,R$/l,"2,784","0,381","2,099","4,249","0,448","0,137","2,336","0,405","1,590","3,602","0,173"
4/10/16,4/16/16,ÓLEO DIESEL,3743,R$/l,"3,021","0,171","2,640","3,980","0,326","0,057","2,695","0,131","2,390","3,373","0,049"
4/10/16,4/16/16,ÓLEO DIESEL S10,3816,R$/l,"3,164","0,170","2,740","4,098","0,351","0,054","2,813","0,133","2,488","3,695","0,047"
4/10/16,4/16/16,GASOLINA COMUM,5682,R$/l,"3,720","0,217","3,190","4,890","0,452","0,058","3,268","0,159","2,880","3,781","0,049"
4/10/16,4/16/16,GLP,5515,R$/13Kg,"53,641","6,859","35,000","83,000","15,889","0,128","37,752","6,406","21,529","57,500","0,170"
4/10/16,4/16/16,GNV,305,R$/m3,"2,252","0,231","1,749","3,090","0,638","0,103","1,614","0,219","1,300","2,122","0,136"
4/17/16,4/23/16,ETANOL HIDRATADO,5227,R$/l,"2,705","0,415","1,979","4,296","0,475","0,153","2,230","0,433","1,580","3,830","0,194"
4/17/16,4/23/16,ÓLEO DIESEL,3668,R$/l,"3,023","0,172","2,640","3,980","0,325","0,057","2,698","0,132","2,390","3,368","0,049"
4/17/16,4/23/16,ÓLEO DIESEL S10,3796,R$/l,"3,165","0,170","2,740","4,098","0,345","0,054","2,820","0,136","2,490","3,677","0,048"
4/17/16,4/23/16,GASOLINA COMUM,5685,R$/l,"3,716","0,220","3,179","4,890","0,463","0,059","3,253","0,164","2,860","3,781","0,050"
4/17/16,4/23/16,GLP,5509,R$/13Kg,"53,637","6,787","35,000","82,000","15,832","0,127","37,805","6,551","24,980","58,500","0,173"
4/17/16,4/23/16,GNV,293,R$/m3,"2,254","0,232","1,799","2,990","0,655","0,103","1,599","0,206","1,295","2,230","0,129"
4/24/16,4/30/16,ETANOL HIDRATADO,5206,R$/l,"2,622","0,451","1,859","4,199","0,480","0,172","2,142","0,437","1,499","3,546","0,204"
4/24/16,4/30/16,ÓLEO DIESEL,3749,R$/l,"3,021","0,171","2,640","3,980","0,324","0,057","2,697","0,130","2,320","3,361","0,048"
4/24/16,4/30/16,ÓLEO DIESEL S10,3873,R$/l,"3,164","0,172","2,749","4,090","0,354","0,054","2,810","0,132","2,434","3,695","0,047"
4/24/16,4/30/16,GASOLINA COMUM,5688,R$/l,"3,704","0,225","3,059","4,890","0,473","0,061","3,231","0,166","2,830","3,754","0,051"
4/24/16,4/30/16,GLP,5509,R$/13Kg,"53,718","6,793","35,000","82,000","15,600","0,126","38,118","6,640","26,020","57,500","0,174"
4/24/16,4/30/16,GNV,304,R$/m3,"2,247","0,231","1,799","2,999","0,661","0,103","1,586","0,257","1,295","2,351","0,162"
5/1/16,5/7/16,ETANOL HIDRATADO,5218,R$/l,"2,547","0,466","1,597","4,199","0,451","0,183","2,096","0,439","1,565","3,546","0,209"
5/1/16,5/7/16,ÓLEO DIESEL,3715,R$/l,"3,017","0,170","2,640","3,980","0,323","0,056","2,694","0,135","2,320","3,361","0,050"
5/1/16,5/7/16,ÓLEO DIESEL S10,3853,R$/l,"3,163","0,169","2,749","4,090","0,356","0,053","2,807","0,135","2,434","3,695","0,048"
5/1/16,5/7/16,GASOLINA COMUM,5690,R$/l,"3,691","0,228","3,047","4,890","0,476","0,062","3,215","0,168","2,795","3,677","0,052"
5/1/16,5/7/16,GLP,5507,R$/13Kg,"53,470","6,974","35,000","82,000","15,829","0,130","37,641","6,833","21,529","58,500","0,182"
5/1/16,5/7/16,GNV,320,R$/m3,"2,235","0,238","1,699","3,090","0,669","0,106","1,566","0,203","1,300","2,351","0,130"
5/8/16,5/14/16,ETANOL HIDRATADO,5210,R$/l,"2,508","0,476","1,699","4,296","0,455","0,190","2,053","0,413","1,503","3,690","0,201"
5/8/16,5/14/16,ÓLEO DIESEL,3654,R$/l,"3,021","0,169","2,640","3,980","0,326","0,056","2,695","0,129","2,181","3,311","0,048"
5/8/16,5/14/16,ÓLEO DIESEL S10,3893,R$/l,"3,166","0,170","2,659","4,090","0,360","0,054","2,806","0,136","2,365","3,688","0,048"
5/8/16,5/14/16,GASOLINA COMUM,5691,R$/l,"3,679","0,227","3,049","4,890","0,475","0,062","3,204","0,172","2,634","3,660","0,054"
5/8/16,5/14/16,GLP,5508,R$/13Kg,"53,468","6,970","35,000","82,000","16,236","0,130","37,232","6,601","24,650","57,500","0,177"
5/8/16,5/14/16,GNV,294,R$/m3,"2,248","0,238","1,779","2,999","0,626","0,106","1,622","0,231","1,289","2,346","0,142"
5/15/16,5/21/16,ETANOL HIDRATADO,5207,R$/l,"2,461","0,479","1,699","4,135","0,435","0,195","2,026","0,402","1,420","3,669","0,198"
5/15/16,5/21/16,ÓLEO DIESEL,3705,R$/l,"3,019","0,169","2,539","3,980","0,325","0,056","2,694","0,135","2,390","3,369","0,050"
5/15/16,5/21/16,ÓLEO DIESEL S10,3848,R$/l,"3,160","0,168","2,749","4,250","0,361","0,053","2,799","0,135","2,365","3,682","0,048"
5/15/16,5/21/16,GASOLINA COMUM,5693,R$/l,"3,670","0,230","3,129","4,890","0,485","0,063","3,185","0,174","2,727","3,681","0,055"
5/15/16,5/21/16,GLP,5506,R$/13Kg,"53,323","7,017","35,000","82,000","16,216","0,132","37,107","6,591","26,020","57,550","0,178"
5/15/16,5/21/16,GNV,301,R$/m3,"2,236","0,230","1,798","2,999","0,675","0,103","1,561","0,232","1,289","2,346","0,149"
5/22/16,5/28/16,ETANOL HIDRATADO,5226,R$/l,"2,426","0,485","1,649","4,249","0,415","0,200","2,011","0,376","1,491","3,690","0,187"
5/22/16,5/28/16,ÓLEO DIESEL,3746,R$/l,"3,015","0,172","2,460","3,980","0,331","0,057","2,684","0,127","2,059","3,351","0,047"
5/22/16,5/28/16,ÓLEO DIESEL S10,3886,R$/l,"3,158","0,169","2,499","4,090","0,350","0,054","2,808","0,135","2,336","3,750","0,048"
5/22/16,5/28/16,GASOLINA COMUM,5683,R$/l,"3,666","0,236","3,099","4,890","0,486","0,064","3,180","0,180","2,590","3,650","0,057"
5/22/16,5/28/16,GLP,5505,R$/13Kg,"53,365","7,003","35,000","82,000","15,475","0,131","37,890","6,594","26,020","58,500","0,174"
5/22/16,5/28/16,GNV,309,R$/m3,"2,224","0,249","1,590","3,190","0,563","0,112","1,661","0,234","1,316","2,365","0,141"
5/29/16,6/4/16,ETANOL HIDRATADO,5217,R$/l,"2,432","0,473","1,699","4,249","0,399","0,194","2,033","0,376","1,491","3,441","0,185"
5/29/16,6/4/16,ÓLEO DIESEL,3693,R$/l,"3,013","0,172","2,460","3,980","0,330","0,057","2,683","0,128","2,059","3,351","0,048"
5/29/16,6/4/16,ÓLEO DIESEL S10,3903,R$/l,"3,155","0,169","2,690","4,090","0,359","0,054","2,796","0,128","2,486","3,689","0,046"
5/29/16,6/4/16,GASOLINA COMUM,5682,R$/l,"3,656","0,239","3,099","4,890","0,484","0,065","3,172","0,181","2,590","3,677","0,057"
5/29/16,6/4/16,GLP,5506,R$/13Kg,"53,345","6,960","35,000","83,000","15,872","0,130","37,473","6,641","26,020","57,550","0,177"
5/29/16,6/4/16,GNV,294,R$/m3,"2,233","0,234","1,789","3,149","0,647","0,105","1,586","0,220","1,295","2,365","0,139"
6/5/16,6/11/16,ETANOL HIDRATADO,5195,R$/l,"2,460","0,442","1,799","4,055","0,376","0,180","2,084","0,348","1,590","3,690","0,167"
6/5/16,6/11/16,ÓLEO DIESEL,3678,R$/l,"3,016","0,171","2,660","3,980","0,325","0,057","2,691","0,131","2,390","3,351","0,049"
6/5/16,6/11/16,ÓLEO DIESEL S10,3953,R$/l,"3,160","0,170","2,690","4,090","0,364","0,054","2,796","0,132","2,486","3,689","0,047"
6/5/16,6/11/16,GASOLINA COMUM,5681,R$/l,"3,659","0,232","3,090","4,890","0,475","0,063","3,184","0,178","2,590","3,657","0,056"
6/5/16,6/11/16,GLP,5506,R$/13Kg,"53,175","7,106","35,000","82,000","16,051","0,134","37,124","6,717","25,050","68,000","0,181"
6/5/16,6/11/16,GNV,298,R$/m3,"2,241","0,249","1,788","2,999","0,686","0,111","1,555","0,258","1,235","2,346","0,166"
6/12/16,6/18/16,ETANOL HIDRATADO,5196,R$/l,"2,473","0,433","1,850","4,069","0,360","0,175","2,113","0,344","1,590","3,559","0,163"
6/12/16,6/18/16,ÓLEO DIESEL,3680,R$/l,"3,016","0,171","2,539","3,980","0,326","0,057","2,690","0,132","2,377","3,351","0,049"
6/12/16,6/18/16,ÓLEO DIESEL S10,3906,R$/l,"3,158","0,173","2,690","4,090","0,361","0,055","2,797","0,129","2,486","3,750","0,046"
6/12/16,6/18/16,GASOLINA COMUM,5685,R$/l,"3,646","0,237","3,089","4,890","0,462","0,065","3,184","0,178","2,590","3,665","0,056"
6/12/16,6/18/16,GLP,5507,R$/13Kg,"52,936","7,167","36,000","82,000","15,797","0,135","37,139","6,633","21,670","68,000","0,179"
6/12/16,6/18/16,GNV,302,R$/m3,"2,210","0,231","1,699","3,030","0,601","0,105","1,609","0,215","1,247","2,346","0,134"
6/19/16,6/25/16,ETANOL HIDRATADO,5192,R$/l,"2,474","0,430","1,890","4,069","0,357","0,174","2,117","0,344","1,584","3,567","0,162"
6/19/16,6/25/16,ÓLEO DIESEL,3654,R$/l,"3,013","0,172","2,590","3,980","0,328","0,057","2,685","0,131","2,093","3,351","0,049"
6/19/16,6/25/16,ÓLEO DIESEL S10,3948,R$/l,"3,159","0,171","2,740","4,090","0,356","0,054","2,803","0,133","2,404","3,687","0,047"
6/19/16,6/25/16,GASOLINA COMUM,5677,R$/l,"3,641","0,238","3,079","4,890","0,453","0,065","3,188","0,183","2,740","3,718","0,057"
6/19/16,6/25/16,GLP,5504,R$/13Kg,"53,321","7,000","35,000","82,000","16,127","0,131","37,194","6,485","21,840","60,000","0,174"
6/19/16,6/25/16,GNV,296,R$/m3,"2,222","0,241","1,790","2,999","0,706","0,108","1,516","0,251","1,130","2,346","0,166"
6/26/16,7/2/16,ETANOL HIDRATADO,5187,R$/l,"2,464","0,435","1,799","4,055","0,360","0,177","2,104","0,351","1,659","3,690","0,167"
6/26/16,7/2/16,ÓLEO DIESEL,3649,R$/l,"3,011","0,173","2,539","3,980","0,326","0,057","2,685","0,129","2,390","3,353","0,048"
6/26/16,7/2/16,ÓLEO DIESEL S10,3944,R$/l,"3,159","0,171","2,690","4,090","0,356","0,054","2,803","0,131","2,404","3,689","0,047"
6/26/16,7/2/16,GASOLINA COMUM,5675,R$/l,"3,638","0,239","3,049","4,890","0,453","0,066","3,185","0,181","2,734","3,718","0,057"
6/26/16,7/2/16,GLP,5492,R$/13Kg,"52,904","7,013","34,000","82,000","15,949","0,133","36,955","6,459","21,840","60,000","0,175"
6/26/16,7/2/16,GNV,307,R$/m3,"2,227","0,244","1,769","2,999","0,646","0,110","1,581","0,231","1,247","2,346","0,146"
7/3/16,7/9/16,ETANOL HIDRATADO,5190,R$/l,"2,449","0,437","1,799","3,995","0,370","0,178","2,079","0,363","1,589","3,441","0,175"
7/3/16,7/9/16,ÓLEO DIESEL,3618,R$/l,"3,014","0,173","2,640","3,980","0,332","0,057","2,682","0,130","2,390","3,332","0,048"
7/3/16,7/9/16,ÓLEO DIESEL S10,3989,R$/l,"3,159","0,172","2,740","4,090","0,363","0,054","2,796","0,131","2,425","3,682","0,047"
7/3/16,7/9/16,GASOLINA COMUM,5671,R$/l,"3,635","0,240","3,079","4,890","0,455","0,066","3,180","0,180","2,590","3,650","0,057"
7/3/16,7/9/16,GLP,5504,R$/13Kg,"52,961","7,079","35,000","82,000","15,938","0,134","37,023","6,529","21,670","60,000","0,176"
7/3/16,7/9/16,GNV,306,R$/m3,"2,235","0,249","1,779","3,290","0,702","0,111","1,533","0,248","1,231","2,346","0,162"
7/10/16,7/16/16,ETANOL HIDRATADO,5183,R$/l,"2,431","0,442","1,790","3,999","0,366","0,182","2,065","0,362","1,635","3,380","0,175"
7/10/16,7/16/16,ÓLEO DIESEL,3661,R$/l,"3,014","0,172","2,539","3,980","0,331","0,057","2,683","0,133","2,390","3,332","0,050"
7/10/16,7/16/16,ÓLEO DIESEL S10,3975,R$/l,"3,155","0,174","2,730","4,090","0,361","0,055","2,794","0,131","2,470","3,688","0,047"
7/10/16,7/16/16,GASOLINA COMUM,5668,R$/l,"3,636","0,243","3,050","4,890","0,463","0,067","3,173","0,184","2,309","3,800","0,058"
7/10/16,7/16/16,GLP,5504,R$/13Kg,"52,814","7,123","35,000","82,000","15,811","0,135","37,003","6,483","21,840","60,000","0,175"
7/10/16,7/16/16,GNV,299,R$/m3,"2,228","0,236","1,695","2,999","0,676","0,106","1,552","0,253","1,231","2,346","0,163"
7/17/16,7/23/16,ETANOL HIDRATADO,5181,R$/l,"2,422","0,445","1,809","3,999","0,364","0,184","2,058","0,357","1,574","3,567","0,173"
7/17/16,7/23/16,ÓLEO DIESEL,3626,R$/l,"3,011","0,171","2,640","3,980","0,327","0,057","2,684","0,134","2,320","3,308","0,050"
7/17/16,7/23/16,ÓLEO DIESEL S10,3965,R$/l,"3,156","0,171","2,740","4,090","0,358","0,054","2,798","0,138","2,070","3,682","0,049"
7/17/16,7/23/16,GASOLINA COMUM,5670,R$/l,"3,639","0,241","3,050","4,890","0,469","0,066","3,170","0,182","2,590","3,650","0,057"
